created_on,device_type,id,operating_system
2016-05-22 14:01:00.300,iOS,2411,10
2017-01-27 21:34:43.100,iOS,2412,7
2016-01-13 02:58:45.400,iOS,2413,20
2016-08-20 23:53:05.200,iOS,2414,7
2016-12-11 10:55:03.100,Android,2415,Marshmallow
2016-06-24 12:11:15.300,Android,2416,Marshmallow
2016-06-11 06:40:35.300,Android,2417,Marshmallow
2015-12-25 17:38:54.400,Amazon Fire,2418,Fire2
2016-07-08 11:34:35.200,iOS,2419,7
2017-01-06 02:26:02.100,iOS,2420,10
2016-08-23 14:12:43.200,iOS,2421,10
2017-01-18 14:42:20.100,Android,2422,Lollipop
2015-12-18 04:00:20.400,Android,2423,Marshmallow
2016-11-01 13:05:30.100,Android,2424,Jawbreaker
2016-10-27 13:50:03.100,Android,2425,Lollipop
2016-08-29 16:03:17.200,iOS,2426,10
2017-01-14 05:22:33.100,Android,2427,Marshmallow
2016-11-18 14:21:17.100,iOS,2428,10
2016-12-23 18:02:07.100,Android,2429,Jawbreaker
2016-07-18 10:31:12.200,iOS,2430,20
2014-10-30 14:38:09.700,Android,2431,KitKat
2016-09-04 14:01:01.200,Android,2432,Lollipop
2016-04-30 13:45:45.300,Android,2433,Lollipop
2016-02-10 11:34:35.400,iOS,2434,7
2016-12-28 17:29:02.100,Android,2435,Lollipop
2017-02-21 02:20:14.100,iOS,2436,7
2016-07-07 08:18:59.200,Android,2437,Lollipop
2016-05-12 20:36:21.300,Android,2438,Lollipop
2016-11-14 20:39:10.100,iOS,2439,7
2016-02-06 11:14:26.400,Android,2440,Marshmallow
2015-12-03 17:57:13.400,iOS,2441,20
2016-07-12 22:03:23.200,iOS,2442,10
2016-10-24 16:17:10.200,Android,2443,KitKat
2015-06-03 05:54:20.600,Android,2444,Lollipop
2016-11-15 07:06:47.100,Android,2445,Marshmallow
2016-03-23 05:18:10.300,iOS,2446,9
2016-12-19 14:42:26.100,iOS,2447,20
2015-11-03 09:33:47.400,Android,2448,Lollipop
2015-11-14 10:15:13.400,Android,2449,Jawbreaker
2016-03-18 11:10:29.300,Android,2450,Lollipop
2016-08-13 07:57:17.200,iOS,2451,9
2016-12-16 20:24:02.100,Android,2452,KitKat
2016-07-11 07:59:20.200,iOS,2453,10
2017-01-02 14:17:07.100,ActivehoursOS,2454,BestOSEver!
2016-09-11 23:29:16.200,Android,2455,Jawbreaker
2015-09-11 15:08:53.500,iOS,2456,10
2015-10-08 06:56:38.500,Android,2457,Marshmallow
2016-12-16 23:59:51.100,Android,2458,Marshmallow
2016-04-21 23:05:58.300,iOS,2459,7
2014-06-03 13:03:07.900,Android,2460,Lollipop
2015-11-04 14:16:32.400,iOS,2461,8
2017-01-18 11:34:47.100,Android,2462,Lollipop
2017-01-30 02:16:29.100,iOS,2463,10
2017-02-27 18:52:17.100,Android,2464,Lollipop
2017-01-20 12:08:02.100,iOS,2465,8
2016-06-11 14:07:45.300,Android,2466,Lollipop
2016-04-23 02:25:58.300,Android,2467,Lollipop
2016-12-11 21:27:12.100,iOS,2468,7
2016-06-06 03:14:10.300,iOS,2469,9
2017-02-22 16:09:34.100,iOS,2470,20
2016-09-13 02:51:49.200,iOS,2471,10
2016-10-29 17:29:54.100,iOS,2472,9
2016-04-18 07:32:43.300,iOS,2473,7
2015-05-28 03:17:05.600,Android,2474,Lollipop
2014-07-07 00:33:59.800,iOS,2475,8
2016-11-03 20:19:16.100,Android,2476,KitKat
2017-01-04 17:38:02.100,iOS,2477,10
2015-11-27 11:52:04.400,iOS,2478,9
2014-07-23 05:33:31.800,Android,2479,Marshmallow
2016-11-18 01:08:50.100,Android,2480,Jawbreaker
2015-08-18 13:11:52.500,Android,2481,Lollipop
2016-11-27 09:54:57.100,iOS,2482,10
2014-11-21 22:42:01.700,Amazon Fire,2483,Inferno
2016-11-29 10:35:03.100,iOS,2484,20
2015-05-23 21:51:20.600,iOS,2485,20
2017-01-28 22:08:18.100,iOS,2486,8
2016-09-07 17:50:00.200,Android,2487,Lollipop
2017-02-26 06:13:35.100,iOS,2488,9
2016-05-01 03:45:06.300,iOS,2489,20
2015-04-17 13:31:52.600,iOS,2490,9
2016-06-04 14:30:35.300,iOS,2491,20
2016-06-03 22:30:00.300,Android,2492,Lollipop
2017-02-11 07:15:39.100,Android,2493,Jawbreaker
2016-08-21 19:24:54.200,Android,2494,Jawbreaker
2016-04-30 21:15:47.300,iOS,2495,9
2016-10-13 14:02:10.200,Android,2496,Lollipop
2015-07-17 02:09:33.500,Android,2497,KitKat
2016-04-27 20:11:18.300,Android,2498,Jawbreaker
2016-11-12 09:19:24.100,iOS,2499,20
2015-11-04 21:30:09.400,Android,2500,Jawbreaker
2016-04-14 05:54:36.300,Amazon Fire,2501,Inferno
2016-12-28 07:15:05.100,Android,2502,KitKat
2017-01-08 09:17:03.100,Android,2503,Marshmallow
2016-01-13 10:14:13.400,Android,2504,Jawbreaker
2016-05-29 09:00:58.300,Android,2505,KitKat
2016-10-28 07:13:30.100,Android,2506,KitKat
2015-11-01 07:29:32.400,iOS,2507,7
2017-02-08 05:37:43.100,iOS,2508,20
2016-01-02 11:18:32.400,Android,2509,Lollipop
2016-01-18 23:54:57.400,Android,2510,Marshmallow
2016-06-04 09:10:13.300,iOS,2511,9
2015-12-05 18:35:10.400,Android,2512,Jawbreaker
2016-10-19 02:42:19.200,iOS,2513,9
2016-08-12 04:36:09.200,iOS,2514,7
2016-09-13 12:45:59.200,iOS,2515,10
2015-07-30 03:35:37.500,Android,2516,Marshmallow
2016-09-25 13:09:47.200,Android,2517,Lollipop
2016-01-09 13:57:08.400,Android,2518,Marshmallow
2014-03-14 03:19:47.900,iOS,2519,10
2014-01-16 23:41:07.000,Android,2520,Lollipop
2015-11-16 02:09:42.400,Android,2521,KitKat
2016-03-16 18:44:01.300,iOS,2522,9
2016-10-13 17:10:55.200,iOS,2523,10
2014-07-28 09:58:51.800,iOS,2524,9
2016-02-09 02:38:28.400,Android,2525,Marshmallow
2015-05-13 13:01:47.600,Android,2526,Marshmallow
2016-08-31 18:33:16.200,iOS,2527,20
2016-07-22 11:05:15.200,iOS,2528,9
2015-11-03 20:54:25.400,Android,2529,Lollipop
2014-04-20 22:58:13.900,iOS,2530,9
2015-08-03 23:54:30.500,iOS,2531,20
2016-11-10 21:27:00.100,Android,2532,Lollipop
2014-05-15 08:40:02.900,iOS,2533,8
2016-01-19 10:27:57.400,Android,2534,Lollipop
2016-11-06 13:09:34.100,iOS,2535,10
2014-07-27 16:21:19.800,iOS,2536,7
2016-10-17 05:31:53.200,iOS,2537,8
2015-10-07 06:12:55.500,iOS,2538,8
2015-12-13 04:19:49.400,iOS,2539,10
2016-11-30 00:17:54.100,iOS,2540,10
2016-11-19 15:30:30.100,Android,2541,Jawbreaker
2017-02-04 16:57:13.100,Android,2542,KitKat
2016-03-08 23:57:26.300,Android,2543,KitKat
2016-07-27 21:51:13.200,iOS,2544,20
2015-11-28 04:23:08.400,Android,2545,Lollipop
2015-05-01 04:35:26.600,iOS,2546,20
2016-09-20 13:58:38.200,iOS,2547,10
2016-07-06 00:55:56.200,Amazon Fire,2548,Fire2
2016-09-14 18:07:54.200,Amazon Fire,2549,Fire1
2015-12-02 01:47:21.400,Android,2550,Lollipop
2016-06-15 03:32:38.300,iOS,2551,7
2017-02-11 10:10:14.100,Android,2552,Lollipop
2015-10-17 05:47:33.500,iOS,2553,7
2016-11-10 01:55:00.100,Android,2554,Jawbreaker
2015-12-14 12:24:11.400,iOS,2555,20
2016-10-04 23:49:46.200,Android,2556,Lollipop
2013-11-29 21:20:06.000,Amazon Fire,2557,Inferno
2016-07-18 23:31:30.200,Android,2558,Jawbreaker
2015-07-14 22:02:14.500,Android,2559,Lollipop
2017-01-30 12:55:32.100,Android,2560,Lollipop
2016-07-05 16:13:11.200,Android,2561,Marshmallow
2016-10-28 03:58:10.100,Android,2562,Jawbreaker
2016-08-10 07:24:33.200,iOS,2563,7
2016-12-12 15:00:46.100,iOS,2564,8
2016-09-25 19:11:01.200,Android,2565,Jawbreaker
2016-08-13 23:02:11.200,Android,2566,Lollipop
2016-02-22 01:29:09.300,Android,2567,Jawbreaker
2016-11-02 17:27:28.100,Android,2568,Jawbreaker
2015-10-30 08:44:53.400,Android,2569,KitKat
2016-05-05 01:08:30.300,iOS,2570,9
2017-01-22 20:15:19.100,Android,2571,Jawbreaker
2017-02-11 00:34:32.100,iOS,2572,20
2016-05-04 05:38:28.300,Android,2573,Jawbreaker
2016-05-27 09:51:51.300,Amazon Fire,2574,Fire1
2014-02-12 19:31:09.900,Android,2575,Lollipop
2016-11-06 11:47:15.100,Android,2576,Lollipop
2015-02-02 13:55:19.700,iOS,2577,10
2016-07-27 02:12:57.200,Android,2578,Marshmallow
2016-11-03 16:45:59.100,iOS,2579,8
2016-09-13 08:23:27.200,iOS,2580,9
2015-08-28 19:54:29.500,iOS,2581,8
2016-05-04 00:49:35.300,Amazon Fire,2582,Inferno
2016-07-31 17:34:07.200,iOS,2583,10
2015-06-11 03:25:21.600,iOS,2584,7
2016-10-18 04:28:23.200,Android,2585,Lollipop
2017-01-27 13:11:44.100,Android,2586,Marshmallow
2016-01-23 01:01:03.400,iOS,2587,9
2017-02-12 20:33:29.100,Amazon Fire,2588,Fire2
2016-05-04 01:28:04.300,Android,2589,Lollipop
2015-10-18 14:03:27.500,Android,2590,KitKat
2016-08-07 20:28:05.200,Android,2591,Marshmallow
2015-05-09 00:55:37.600,Android,2592,Jawbreaker
2017-02-21 05:50:31.100,Amazon Fire,2593,Inferno
2014-04-26 22:01:19.900,Android,2594,Lollipop
2015-08-09 09:50:45.500,iOS,2595,9
2017-01-21 14:09:21.100,Android,2596,Marshmallow
2016-10-11 04:03:07.200,iOS,2597,20
2016-04-12 07:24:18.300,Amazon Fire,2598,Fire1
2016-03-20 06:07:48.300,Android,2599,Jawbreaker
2017-01-22 08:00:50.100,iOS,2600,7
2014-10-21 03:12:18.700,iOS,2601,8
2014-06-10 01:40:41.800,iOS,2602,8
2015-04-24 11:07:45.600,iOS,2603,7
2016-02-16 13:32:27.400,Android,2604,KitKat
2015-03-20 20:09:47.600,Android,2605,Marshmallow
2016-11-30 16:23:22.100,iOS,2606,7
2016-12-11 01:58:21.100,iOS,2607,10
2015-04-27 10:15:08.600,iOS,2608,9
2015-10-28 19:26:33.400,iOS,2609,9
2017-02-04 12:38:53.100,iOS,2610,20
2015-12-28 06:12:59.400,Android,2611,Jawbreaker
2016-03-10 11:11:22.300,Android,2612,Marshmallow
2016-11-03 08:30:42.100,Android,2613,Jawbreaker
2016-11-06 12:56:17.100,iOS,2614,9
2016-04-04 01:55:44.300,iOS,2615,10
2016-11-18 11:45:53.100,Android,2616,KitKat
2014-10-21 06:00:13.700,Android,2617,KitKat
2016-09-06 22:16:44.200,iOS,2618,10
2015-08-12 10:27:13.500,Android,2619,Lollipop
2016-04-01 23:32:57.300,Android,2620,Marshmallow
2016-09-14 20:23:30.200,Android,2621,Marshmallow
2016-11-06 03:37:45.100,iOS,2622,7
2015-09-07 09:22:10.500,Android,2623,Jawbreaker
2015-06-11 07:01:51.600,iOS,2624,8
2016-12-12 04:31:35.100,Android,2625,KitKat
2015-12-31 04:07:08.400,Android,2626,Lollipop
2015-12-05 11:37:14.400,Android,2627,KitKat
2017-01-19 10:16:04.100,iOS,2628,9
2017-02-10 21:44:50.100,Android,2629,KitKat
2015-11-10 03:37:53.400,iOS,2630,8
2016-09-13 08:25:02.200,Android,2631,Lollipop
2014-10-23 02:17:13.700,iOS,2632,9
2016-06-25 03:00:18.200,iOS,2633,10
2016-01-18 22:04:50.400,iOS,2634,8
2016-02-07 02:40:31.400,iOS,2635,8
2016-03-17 18:12:25.300,iOS,2636,8
2016-02-12 21:48:32.400,Android,2637,Lollipop
2016-02-07 01:59:04.400,Amazon Fire,2638,Fire2
2017-01-02 04:17:23.100,Android,2639,Lollipop
2016-03-19 14:49:30.300,iOS,2640,20
2016-12-05 05:05:41.100,Amazon Fire,2641,Inferno
2014-11-04 02:14:17.700,Android,2642,Jawbreaker
2016-07-30 00:18:08.200,Android,2643,Lollipop
2014-06-09 18:01:44.800,iOS,2644,20
2016-08-27 00:52:08.200,Android,2645,Marshmallow
2015-08-15 23:12:21.500,Android,2646,Jawbreaker
2016-04-20 08:23:09.300,iOS,2647,7
2014-08-18 00:17:31.800,iOS,2648,7
2016-05-30 17:58:52.300,Android,2649,KitKat
2016-01-10 00:41:31.400,iOS,2650,20
2016-09-23 16:26:36.200,Android,2651,Jawbreaker
2017-02-11 18:13:14.100,iOS,2652,10
2014-05-28 11:33:10.900,iOS,2653,8
2016-05-02 23:36:11.300,iOS,2654,9
2016-10-25 05:57:59.200,iOS,2655,9
2016-06-04 05:51:14.300,iOS,2656,8
2016-12-01 18:00:14.100,iOS,2657,8
2016-05-16 05:15:41.300,iOS,2658,8
2017-01-21 16:11:50.100,iOS,2659,10
2016-09-13 13:24:55.200,Amazon Fire,2660,Inferno
2016-10-08 21:52:11.200,iOS,2661,20
2016-06-30 12:05:35.200,iOS,2662,9
2015-04-03 21:54:48.600,Android,2663,KitKat
2015-05-27 22:30:19.600,iOS,2664,8
2013-11-26 10:20:05.000,Android,2665,Lollipop
2016-05-19 06:31:16.300,Android,2666,Lollipop
2016-11-10 08:15:22.100,iOS,2667,20
2017-02-22 05:45:51.100,iOS,2668,7
2015-11-14 19:00:24.400,iOS,2669,8
2017-02-06 15:19:49.100,iOS,2670,10
2016-02-04 05:13:15.400,iOS,2671,10
2016-02-02 13:40:05.400,iOS,2672,9
2016-12-28 02:12:39.100,Android,2673,KitKat
2015-10-24 23:58:43.400,iOS,2674,20
2014-12-20 20:45:46.700,Android,2675,Jawbreaker
2016-09-13 05:36:44.200,Android,2676,Marshmallow
2016-07-12 03:43:09.200,Android,2677,Lollipop
2016-11-22 13:15:05.100,Android,2678,KitKat
2015-12-04 21:56:56.400,Android,2679,Marshmallow
2017-02-26 00:56:28.100,Android,2680,Marshmallow
2016-03-26 23:27:40.300,iOS,2681,8
2016-05-07 12:47:55.300,Android,2682,KitKat
2016-10-05 07:59:21.200,Amazon Fire,2683,Fire2
2016-06-29 22:52:15.200,iOS,2684,7
2016-11-02 08:50:57.100,iOS,2685,9
2016-11-13 23:47:37.100,iOS,2686,9
2016-10-02 02:46:50.200,iOS,2687,8
2016-11-01 04:13:07.100,Android,2688,Marshmallow
2016-09-10 15:30:55.200,Android,2689,Marshmallow
2017-01-27 18:57:39.100,iOS,2690,10
2016-07-07 03:04:06.200,Android,2691,Lollipop
2014-08-01 12:27:10.800,Android,2692,Lollipop
2016-01-31 08:00:47.400,iOS,2693,10
2016-12-29 18:10:18.100,iOS,2694,20
2014-12-18 10:36:21.700,iOS,2695,10
2016-11-17 21:39:11.100,Android,2696,KitKat
2016-11-13 16:33:19.100,Amazon Fire,2697,Fire2
2016-11-13 09:05:31.100,iOS,2698,9
2017-01-21 14:04:39.100,Android,2699,Jawbreaker
2015-05-17 04:03:38.600,iOS,2700,9
2016-04-22 05:21:58.300,iOS,2701,10
2015-03-08 20:34:31.600,Android,2702,Marshmallow
2016-07-09 08:00:01.200,Amazon Fire,2703,Fire2
2017-01-14 20:32:37.100,iOS,2704,7
2016-10-14 06:17:09.200,iOS,2705,9
2016-11-27 01:47:24.100,Android,2706,Lollipop
2014-12-13 00:42:14.700,iOS,2707,7
2016-03-30 12:09:20.300,iOS,2708,10
2016-06-29 07:06:19.200,iOS,2709,7
2015-04-16 17:45:50.600,Android,2710,Jawbreaker
2016-05-10 16:36:58.300,Android,2711,Jawbreaker
2016-08-18 09:57:49.200,Android,2712,Marshmallow
2015-03-16 15:12:01.600,iOS,2713,8
2016-08-16 18:37:29.200,Android,2714,Lollipop
2015-10-22 21:40:29.400,Android,2715,Jawbreaker
2016-11-05 13:56:20.100,Android,2716,Lollipop
2014-04-13 23:35:30.900,Android,2717,Lollipop
2014-10-15 02:50:21.700,iOS,2718,20
2016-01-11 16:36:53.400,iOS,2719,10
2015-11-28 13:46:20.400,Android,2720,Marshmallow
2015-05-09 23:31:18.600,iOS,2721,9
2014-04-18 13:24:08.900,iOS,2722,8
2016-01-31 09:17:05.400,Amazon Fire,2723,Fire1
2016-10-29 13:33:50.100,iOS,2724,7
2015-06-04 17:20:26.600,Amazon Fire,2725,Fire2
2015-07-24 20:46:53.500,iOS,2726,7
2016-05-02 23:10:51.300,iOS,2727,8
2016-03-07 16:21:32.300,Amazon Fire,2728,Fire2
2016-06-16 23:36:10.300,Android,2729,Jawbreaker
2016-12-14 02:28:24.100,iOS,2730,20
2016-05-13 07:06:29.300,Amazon Fire,2731,Fire2
2015-12-05 22:27:17.400,Android,2732,Jawbreaker
2016-08-03 06:32:49.200,Android,2733,Jawbreaker
2017-02-22 18:23:52.100,iOS,2734,9
2017-01-19 13:53:28.100,iOS,2735,7
2016-01-16 10:27:47.400,Android,2736,KitKat
2015-04-26 04:48:49.600,Android,2737,KitKat
2016-05-11 01:12:35.300,iOS,2738,20
2017-01-13 09:19:57.100,Android,2739,Marshmallow
2016-09-30 06:35:31.200,iOS,2740,8
2016-11-21 03:19:30.100,iOS,2741,20
2016-08-14 23:53:01.200,iOS,2742,7
2016-09-22 21:04:00.200,iOS,2743,8
2017-02-08 14:08:42.100,Android,2744,Marshmallow
2017-01-07 18:03:21.100,iOS,2745,7
2016-04-15 11:38:16.300,Android,2746,Marshmallow
2015-05-07 00:40:04.600,iOS,2747,10
2016-06-27 18:54:34.200,iOS,2748,20
2015-11-26 08:45:32.400,iOS,2749,7
2017-02-10 17:52:44.100,iOS,2750,7
2016-11-05 19:12:05.100,Android,2751,Jawbreaker
2015-12-29 01:57:21.400,Android,2752,Jawbreaker
2016-03-03 07:28:44.300,Amazon Fire,2753,Inferno
2016-05-31 05:44:39.300,Android,2754,Marshmallow
2017-01-22 14:54:41.100,Android,2755,Marshmallow
2016-12-31 20:56:26.100,Android,2756,KitKat
2017-01-26 18:57:15.100,iOS,2757,7
2016-04-24 02:10:14.300,Android,2758,Lollipop
2016-06-08 19:26:34.300,iOS,2759,10
2016-05-01 04:30:00.300,iOS,2760,7
2016-02-12 19:38:17.400,Android,2761,Marshmallow
2013-12-15 19:44:45.000,Android,2762,Marshmallow
2015-12-06 07:43:33.400,iOS,2763,8
2015-07-26 04:16:08.500,iOS,2764,8
2016-10-08 15:46:02.200,Android,2765,Marshmallow
2017-02-26 01:58:50.100,iOS,2766,10
2016-12-27 02:10:43.100,iOS,2767,20
2014-12-25 06:14:44.700,Android,2768,KitKat
2016-05-26 14:39:23.300,Android,2769,Marshmallow
2015-07-12 01:53:58.500,Android,2770,Lollipop
2016-03-18 05:59:53.300,iOS,2771,9
2016-04-12 11:05:15.300,iOS,2772,8
2016-12-11 14:14:22.100,Android,2773,Lollipop
2016-10-21 20:53:54.200,Android,2774,Marshmallow
2016-11-01 07:26:06.100,Amazon Fire,2775,Inferno
2015-10-17 05:29:48.500,iOS,2776,9
2016-02-28 06:01:04.300,Amazon Fire,2777,Inferno
2016-03-02 06:19:59.300,iOS,2778,10
2016-12-26 18:48:02.100,iOS,2779,20
2017-01-18 22:24:07.100,Android,2780,Lollipop
2016-11-15 00:11:59.100,iOS,2781,9
2016-07-24 00:40:00.200,Android,2782,Marshmallow
2016-03-27 00:55:17.300,Android,2783,KitKat
2015-05-27 04:15:02.600,Android,2784,Jawbreaker
2016-10-08 04:07:15.200,iOS,2785,9
2016-01-29 02:40:39.400,iOS,2786,8
2017-02-18 16:45:03.100,iOS,2787,10
2015-10-17 04:55:21.500,Android,2788,Lollipop
2016-10-19 21:29:33.200,Android,2789,Marshmallow
2016-11-16 09:37:28.100,iOS,2790,10
2015-01-15 15:09:20.700,Android,2791,KitKat
2015-06-02 16:38:29.600,Android,2792,Lollipop
2016-09-22 00:05:10.200,Android,2793,Lollipop
2016-04-13 02:57:46.300,iOS,2794,7
2016-05-17 12:46:03.300,iOS,2795,20
2015-11-18 01:08:27.400,iOS,2796,7
2015-09-07 01:34:39.500,iOS,2797,20
2017-01-12 05:59:39.100,Android,2798,Jawbreaker
2016-06-28 05:18:39.200,ActivehoursOS,2799,BestOSEver!
2016-11-08 14:38:11.100,iOS,2800,20
2016-08-04 20:25:51.200,iOS,2801,9
2016-11-26 15:08:21.100,Android,2802,Jawbreaker
2015-12-10 11:17:18.400,Android,2803,Marshmallow
2015-11-28 09:00:07.400,Amazon Fire,2804,Fire1
2015-08-16 13:52:46.500,iOS,2805,10
2015-04-28 19:51:56.600,iOS,2806,10
2016-08-24 10:24:27.200,iOS,2807,8
2016-10-21 23:07:38.200,iOS,2808,7
2014-10-30 16:07:13.700,Android,2809,Jawbreaker
2016-04-23 17:14:14.300,Android,2810,KitKat
2016-10-08 23:32:19.200,Android,2811,Jawbreaker
2016-02-27 00:11:40.300,iOS,2812,7
2016-08-04 05:32:57.200,Amazon Fire,2813,Fire2
2015-11-24 14:54:58.400,Android,2814,Marshmallow
2016-07-14 08:51:08.200,iOS,2815,20
2015-08-12 16:04:51.500,Android,2816,Jawbreaker
2014-11-01 17:25:30.700,Amazon Fire,2817,Fire2
2016-04-11 22:54:55.300,Android,2818,Lollipop
2016-11-24 03:16:21.100,Android,2819,Jawbreaker
2017-01-03 15:33:33.100,Android,2820,Jawbreaker
2016-01-26 23:46:54.400,Android,2821,Lollipop
2016-03-16 12:45:10.300,iOS,2822,8
2016-04-26 17:13:22.300,iOS,2823,9
2015-11-23 23:59:50.400,iOS,2824,20
2016-03-23 12:04:05.300,Android,2825,Marshmallow
2015-12-01 13:48:28.400,Android,2826,Jawbreaker
2017-01-12 07:05:45.100,iOS,2827,10
2016-03-29 07:16:46.300,iOS,2828,10
2017-02-05 05:37:45.100,Android,2829,KitKat
2016-12-19 11:14:01.100,iOS,2830,8
2017-02-01 06:09:24.100,Android,2831,Marshmallow
2016-08-31 18:24:29.200,Android,2832,Marshmallow
2016-12-09 21:06:03.100,iOS,2833,9
2016-08-03 21:59:27.200,Android,2834,Jawbreaker
2016-12-09 13:57:32.100,Amazon Fire,2835,Fire2
2016-12-02 16:45:51.100,Android,2836,Lollipop
2017-01-08 07:36:10.100,Android,2837,Jawbreaker
2014-10-15 15:45:39.700,iOS,2838,20
2017-01-09 16:01:22.100,iOS,2839,10
2017-02-20 13:01:46.100,Android,2840,Marshmallow
2017-02-18 22:25:30.100,iOS,2841,7
2016-03-29 13:09:54.300,iOS,2842,10
2016-06-30 10:49:16.200,iOS,2843,8
2015-12-18 01:36:49.400,Amazon Fire,2844,Fire2
2016-08-24 06:10:23.200,Android,2845,Lollipop
2015-10-29 14:44:46.400,iOS,2846,7
2016-07-08 18:41:02.200,iOS,2847,7
2016-12-22 00:51:23.100,iOS,2848,8
2016-03-08 04:51:19.300,iOS,2849,7
2015-02-18 04:01:53.600,Android,2850,KitKat
2015-10-28 04:56:44.400,iOS,2851,10
2016-10-27 21:28:24.100,iOS,2852,9
2014-08-25 10:27:13.800,Android,2853,Lollipop
2016-01-23 00:59:28.400,iOS,2854,20
2016-02-18 13:07:54.400,iOS,2855,9
2015-12-19 02:51:44.400,Android,2856,Jawbreaker
2015-12-26 03:03:09.400,Android,2857,KitKat
2017-01-30 15:29:46.100,iOS,2858,8
2016-11-08 17:49:05.100,iOS,2859,10
2017-01-14 00:52:50.100,iOS,2860,8
2015-11-07 23:59:31.400,iOS,2861,9
2015-01-14 22:58:11.700,Android,2862,Jawbreaker
2016-08-03 21:46:42.200,Android,2863,Marshmallow
2016-07-02 11:03:17.200,iOS,2864,10
2015-04-14 20:51:41.600,iOS,2865,8
2017-02-06 23:07:03.100,iOS,2866,9
2016-04-15 02:10:35.300,Android,2867,Jawbreaker
2016-10-27 09:17:20.100,iOS,2868,8
2016-01-15 10:54:04.400,Amazon Fire,2869,Fire1
2016-05-03 17:53:02.300,Android,2870,KitKat
2015-05-28 10:44:07.600,Android,2871,Jawbreaker
2016-12-18 16:25:34.100,Android,2872,Marshmallow
2015-08-28 06:29:30.500,iOS,2873,9
2016-01-01 16:35:09.400,iOS,2874,7
2017-02-26 12:36:20.100,iOS,2875,8
2016-07-26 12:44:13.200,iOS,2876,8
2015-01-30 15:07:08.700,iOS,2877,10
2016-10-28 00:33:17.100,Android,2878,Marshmallow
2016-12-26 07:55:32.100,Android,2879,Jawbreaker
2017-02-10 10:20:33.100,iOS,2880,9
2015-02-14 19:00:44.600,Amazon Fire,2881,Fire2
2016-12-12 20:11:31.100,iOS,2882,9
2015-10-25 07:10:37.400,iOS,2883,10
2016-05-25 00:30:05.300,Amazon Fire,2884,Inferno
2014-08-23 22:50:28.800,Amazon Fire,2885,Inferno
2015-11-01 15:30:46.400,Android,2886,Marshmallow
2016-06-14 13:03:54.300,iOS,2887,9
2016-12-09 22:34:07.100,Android,2888,KitKat
2016-01-27 11:21:24.400,Amazon Fire,2889,Fire2
2015-10-29 12:13:37.400,iOS,2890,20
2016-04-14 12:57:32.300,Android,2891,Lollipop
2017-02-18 17:32:59.100,iOS,2892,10
2014-10-28 08:47:22.700,Android,2893,Marshmallow
2016-10-01 03:10:20.200,iOS,2894,7
2016-06-20 21:57:45.300,iOS,2895,9
2015-05-15 18:53:47.600,Android,2896,KitKat
2014-07-18 19:01:25.800,iOS,2897,9
2016-06-05 19:06:42.300,Android,2898,Marshmallow
2014-08-05 22:16:02.800,iOS,2899,7
2016-11-08 17:32:00.100,iOS,2900,10
2017-01-20 01:09:25.100,Android,2901,Jawbreaker
2015-10-25 21:03:52.400,iOS,2902,20
2015-04-25 05:53:50.600,Android,2903,Marshmallow
2017-01-18 06:19:15.100,iOS,2904,20
2015-10-07 06:22:00.500,iOS,2905,8
2014-12-03 11:21:31.700,Android,2906,Jawbreaker
2017-01-19 17:25:49.100,Android,2907,Jawbreaker
2015-09-24 13:54:40.500,iOS,2908,8
2016-04-13 08:32:46.300,iOS,2909,10
2016-12-28 05:25:08.100,Android,2910,Jawbreaker
2015-05-28 19:04:09.600,iOS,2911,7
2016-12-22 03:37:59.100,Android,2912,Marshmallow
2014-03-19 15:18:01.900,Android,2913,Marshmallow
2016-07-17 17:01:50.200,iOS,2914,10
2016-02-29 15:16:33.300,Android,2915,Lollipop
2016-03-30 03:54:17.300,Amazon Fire,2916,Fire2
2016-06-26 21:28:57.200,Amazon Fire,2917,Fire2
2017-02-27 14:26:17.100,Android,2918,Marshmallow
2016-09-28 16:43:34.200,iOS,2919,8
2016-08-17 10:58:32.200,Android,2920,KitKat
2016-10-30 07:38:50.100,iOS,2921,10
2017-01-05 00:43:59.100,iOS,2922,7
2016-11-07 14:59:37.100,iOS,2923,9
2015-03-16 00:21:10.600,iOS,2924,10
2013-12-09 11:36:17.000,iOS,2925,20
2016-10-06 22:40:45.200,Android,2926,Marshmallow
2016-12-08 19:09:54.100,iOS,2927,9
2016-03-29 16:33:32.300,Android,2928,Marshmallow
2016-01-07 12:03:38.400,iOS,2929,20
2017-02-23 04:51:46.100,Android,2930,Marshmallow
2017-02-15 16:34:30.100,Android,2931,KitKat
2017-01-14 04:35:59.100,iOS,2932,9
2017-02-22 12:20:24.100,Android,2933,Jawbreaker
2016-04-06 19:12:09.300,Android,2934,Lollipop
2015-07-01 12:10:48.500,Amazon Fire,2935,Fire2
2016-05-13 13:45:52.300,iOS,2936,7
2016-08-02 04:38:24.200,Amazon Fire,2937,Inferno
2014-12-18 16:51:23.700,Amazon Fire,2938,Fire2
2014-10-09 11:06:04.800,Android,2939,KitKat
2015-11-09 03:05:33.400,iOS,2940,9
2014-09-05 22:39:08.800,iOS,2941,10
2016-12-11 17:56:54.100,iOS,2942,7
2016-07-01 14:19:11.200,Android,2943,Marshmallow
2016-04-18 13:59:57.300,Android,2944,Marshmallow
